tick,completed_cumulative,completed_now,total_energy,dead_agents,latency_ms
347,26,0,3761.2750000000015,1,1.6924000228755176
348,26,0,3765.375000000001,1,2.3905000125523657
349,26,0,3769.475000000001,1,2.0009000145364553
350,26,0,3773.575000000001,1,2.01349999406375
351,26,0,3777.6750000000015,1,2.214100008131936
352,26,0,3780.775000000001,1,1.960999972652644
353,26,0,3783.875000000001,1,1.7593000084161758
354,26,0,3786.9750000000013,1,2.142999990610406
355,26,0,3790.075000000001,1,2.022100001340732
356,26,0,3793.175000000001,1,2.4153999984264374
357,26,0,3796.2750000000015,1,1.9877000013366342
358,26,0,3799.375000000001,1,2.428200008580461
359,26,0,3802.4750000000013,1,2.0667000208050013
360,26,0,3804.575000000001,1,2.1806999866385013
361,26,0,3806.675000000001,1,2.4357000074815005
362,26,0,3808.7750000000015,1,1.9257999956607819
363,26,0,3810.8750000000014,1,2.0363999938126653
364,26,0,3815.900000000001,1,2.3523000127170235
365,26,0,3820.9250000000006,1,1.9463000062387437
366,26,0,3823.0250000000015,1,2.04020002274774
367,26,0,3826.1250000000014,1,2.3732999979984015
368,26,0,3832.150000000001,1,2.2872999834362417
369,26,0,3838.175000000001,1,1.9887000089511275
370,26,0,3841.275000000001,1,1.8980000168085098
371,26,0,3843.3750000000014,1,2.2544999956153333
372,26,0,3845.4750000000013,1,2.4645000230520964
373,26,0,3847.575000000001,1,2.356100012548268
374,26,0,3849.675000000001,1,2.2899000032339245
375,26,0,3851.775000000001,1,2.1139000018592924
376,26,0,3856.800000000001,1,1.6310999926645309
377,26,0,3861.825000000001,1,2.1680000063497573
378,26,0,3863.925000000001,1,2.025800000410527
379,26,0,3866.0250000000015,1,2.0363000221550465
380,26,0,3868.125000000001,1,2.1936999983154237
381,26,0,3870.225000000001,1,2.008899988140911
382,26,0,3872.325000000001,1,1.7677999858278781
383,26,0,3875.425000000001,1,1.9589999865274876
384,26,0,3879.525000000001,1,1.7526000156067312
385,26,0,3886.550000000001,1,1.9639000238385051
386,26,0,3893.575000000001,1,2.000899985432625
387,26,0,3897.675000000001,1,2.1376000076998025
388,26,0,3902.7750000000015,1,1.626400015084073
389,26,0,3907.8750000000014,1,1.691900019068271
390,26,0,3911.975000000001,1,2.30840002768673
391,26,0,3916.2250000000013,1,1.7263999907299876
392,26,0,3921.4750000000013,1,2.3991999914869666
393,26,0,3926.725000000001,1,2.274400001624599
394,26,0,3930.9750000000013,2,1.6607999859843403
395,26,0,3934.875000000001,2,2.1317999926395714
396,26,0,3938.775000000001,2,1.9905999943148345
397,26,0,3942.675000000001,2,2.0853000169154257
398,26,0,3946.5750000000007,2,1.6280000272672623
399,26,0,3953.4000000000005,2,1.9702000136021525
