tick,completed_cumulative,completed_now,total_energy,dead_agents,latency_ms
188,32,0,2487.0500000000047,0,2.3355000012088567
189,33,1,2490.400000000005,0,2.655299991602078
190,33,0,2496.5250000000046,0,2.0671999955084175
191,33,0,2510.0500000000047,0,2.670299989404157
192,33,0,2521.800000000005,0,2.439200005028397
193,33,0,2528.4500000000053,0,2.0478999940678477
194,33,0,2535.1000000000054,0,2.0994000078644603
195,33,0,2546.850000000005,0,2.096800017170608
196,33,0,2558.600000000005,0,2.0348000107333064
197,33,0,2569.3500000000054,0,2.341400017030537
198,33,0,2580.1000000000054,0,2.027999988058582
199,34,1,2593.1500000000055,0,1.9922000064980239
200,34,0,2598.6500000000055,0,2.25349998800084
201,34,0,2602.0000000000055,0,2.033500000834465
202,34,0,2605.350000000005,0,2.0183000015094876
203,34,0,2608.7000000000053,0,2.0490000024437904
204,34,0,2614.350000000006,0,2.291099983267486
205,34,0,2620.0000000000055,0,2.0665999909397215
206,34,0,2630.750000000005,0,2.0481999963521957
207,34,0,2641.5000000000055,0,1.70980000984855
208,34,0,2652.250000000006,0,1.7177999834530056
209,34,0,2665.9250000000056,0,1.6446999798063189
210,34,0,2673.2000000000053,0,2.102799975546077
211,35,1,2679.850000000006,0,2.2933000000193715
212,35,0,2691.750000000006,0,2.3231999948620796
213,35,0,2703.6500000000055,0,2.0314999856054783
214,35,0,2715.5500000000056,0,1.6536999901290983
215,35,0,2725.150000000006,0,1.7025999841280282
216,35,0,2730.650000000006,0,2.043999993475154
217,35,0,2743.5500000000056,0,2.401100005954504
218,35,0,2753.1500000000055,0,2.0232000097166747
219,35,0,2755.350000000006,0,1.646499993512407
220,35,0,2757.550000000006,0,2.0337000023573637
221,35,0,2762.050000000006,0,2.0674999977927655
222,35,0,2766.550000000006,0,2.478999987943098
223,35,0,2771.675000000006,0,2.025800000410527
224,35,0,2776.800000000006,0,2.309199975570664
225,35,0,2779.0000000000064,0,2.4508000060450286
226,35,0,2781.2000000000066,0,1.6285000019706786
227,35,0,2783.4000000000065,0,2.2803000174462795
228,35,0,2786.6000000000063,0,2.319299994269386
229,35,0,2789.950000000006,0,2.2947000106796622
230,35,0,2800.7000000000066,0,2.3542999988421798
231,35,0,2811.450000000006,0,2.0203000167384744
232,35,0,2814.800000000006,0,2.270099997986108
233,35,0,2818.1500000000065,0,2.169499988667667
234,35,0,2828.9000000000065,0,2.0247000211384147
235,35,0,2847.050000000006,0,2.017499995417893
236,35,0,2857.800000000006,0,1.939300011144951
237,35,0,2861.1500000000065,0,2.05500001902692
238,35,0,2864.5000000000064,0,1.9338999991305172
239,35,0,2867.8500000000063,0,1.6570999869145453
240,35,0,2871.2000000000066,0,2.021499996772036
241,35,0,2876.8500000000067,0,1.9608999718911946
242,35,0,2881.3500000000063,0,2.161299984436482
243,35,0,2890.9500000000066,0,2.115000010235235
